id,topic,variant,question,answer,ref,source,visibility,type,weight,notes,created,modified,verified,status,tags
576,GNSS,,How are the satellites on-board atomic clocks monitored?,The time signal is received and checked by monitor stations around the world and check against atomic clocks in the master control station in California.(This is the control segment).,12.2,BGS Radio Nav Manual,Hidden,,0.23824431886896488,,07/02/2022,04/06/2025,,ok,if
577,GNSS,,"As well as monitoring the atomic clocks of the satellites, what other function does the control segment achieve?","Uploading of corrections, database - it will also mark a failed satellite as 'unhealthy'",12.2,BGS Radio Nav Manual,Hidden,,0.22263489617034796,,07/02/2022,04/06/2025,,ok,if
578,GNSS,,Each satellite transmits a unique identifier - describe the type of signal?,It's a long digital signal modulated on the Satellite carrier wave using Binary Phase Shift Keying (BPSK).It's a pseudo random noise code.,12.2,BGS Radio Nav Manual,Hidden,,0.4459204147569835,,07/02/2022,04/06/2025,,ok,if
579,GNSS,,"How does the receiving equipment operate, in basic principle?",The receiver uses its own internal clock to measure how long the message has been in transit and converts the time delay into a distance from the satellite.,12.3,BGS Radio Nav Manual,Hidden,,0.6582292756065726,,07/02/2022,04/06/2025,,ok,if
580,GNSS,,What is the minimum number of satellites needed for a 2D fix?,3,12.3,BGS Radio Nav Manual,Hidden,,0.9495520354248584,,07/02/2022,04/06/2025,,ok,if
581,GNSS,,What term can be used to describe the process of using 3 sides of a surface to determine position?,Trilateration. Although actually the system us using more than 3 and they're spheres.,12.3,BGS Radio Nav Manual,Hidden,,0.5478131328709424,,07/02/2022,04/06/2025,,ok,if
582,GNSS,,The clock in the receiver is electronic and not atomic and therefore timing accuracies  (receiver clock bias)can create large errors - how is this problem overcome?,The receiver iteratively applies corrections to the pseudo ranges until the area of uncertainty is as small as possible. The receiver is then completely synchronised to satellite time.,12.3,BGS Radio Nav Manual,Hidden,,0.13754035020247102,,07/02/2022,04/06/2025,,ok,"electrical,if"
583,GNSS,,What is the receiver clock error sometimes known as?,Receiver Clock Bias,12.3,BGS Radio Nav Manual,Hidden,,0.4661346697248519,,07/02/2022,04/06/2025,,ok,if
584,GNSS,,The receiver clock bias correction relies on what other information to be held in the receiver?,The satellite positions need to be known.,12.4,BGS Radio Nav Manual,Hidden,,0.17357518896460533,,07/02/2022,04/06/2025,,ok,if
586,GNSS,,How are the satellite positions entered and updated into the receiving equipment?,They are downloaded as a second part of the satellite signal called the NAV message.,12.4,BGS Radio Nav Manual,Hidden,,0.4322827984578908,,07/02/2022,04/06/2025,,ok,if
587,GNSS,,Describe the timing of the Nav message?,It is sent in 25 x 30-second date frames. So the whole message takes 12.5 minutes. Individual frames are useful and the information is 'chunked' and therefore still useful if the satellite is not in view for 12.5 minutes.,12.4,BGS Radio Nav Manual,Hidden,,0.996260367333889,,07/02/2022,04/06/2025,,ok,if
588,GNSS,,Describe the timing of the Nav message?,It is sent in 25 x 30-second date frames. So the whole message takes 12.5 minutes. Individual frames are useful and the information is 'chunked' and therefore still useful if the satellite is not in view for 12.5 minutes.,12.4,BGS Radio Nav Manual,Hidden,,0.658608660567552,,07/02/2022,04/06/2025,,ok,if
589,GNSS,,List the 6 items in the NAV message?,AlmanacEphemerisSatellite Clock CorrectionUTC CorrectionIonospheric ModelSatellite Health Status,12.4,BGS Radio Nav Manual,Hidden,,0.5865058996714652,,07/02/2022,04/06/2025,,ok,if
590,GNSS,,What specifically is ephemeris data (part of the GPS NAV Message)?,Short term position information of the transmitting satellite - valid for 4 hours. More accurate than the date in the almanac.,12.4,BGS Radio Nav Manual,Hidden,,0.9697701670229436,,07/02/2022,04/06/2025,,ok,if
591,GNSS,,What specifically is the 'Satellite Clock Correction' - (part of the GPS NAV Message)?,A correction for the the error in the atomic clocksas detected by the control segment.,12.4,BGS Radio Nav Manual,Hidden,,0.13793846685439348,,07/02/2022,04/06/2025,,ok,if
592,GNSS,,Why is there a requirement for UTC Correction in the NAV Message?,Because the user's receiver requires a UTC for the operator - UTC has 'leap seconds' applied as required. GPS time does not.,12.4,BGS Radio Nav Manual,Hidden,,0.5030475948005915,,07/02/2022,04/06/2025,,ok,if
593,GNSS,,What is the 'ionospheric model' part of the GPS NAV message?,A database model for the receiver to attempt to correct for the error caused by the delay to the signal as it passes through the ionsophere.,12.4,BGS Radio Nav Manual,Hidden,,0.9810026939958334,,07/02/2022,04/06/2025,,ok,if
594,GNSS,,What axes are used within the receiver and what are they referenced to?,"X, Y, Z and Time. They are referenced to the WGS 84 Ellipsoid and is then presented to the user as latitude, longitude and height.",12.5,BGS Radio Nav Manual,Hidden,,0.9841220653615893,,07/02/2022,04/06/2025,,ok,if
595,GNSS,,What are the 2 methods that GPS receivers compute velocity?,"1) Low end receivers computer change of position over time. Accurate to meters/second2) Sophisticated receivers take a doppler shift of the received signal, factor out the speed of the satellite velocity and left with receiver velocity - accurate to centimetres per second.",12.5,BGS Radio Nav Manual,Hidden,,0.5041483691893518,,07/02/2022,04/06/2025,,ok,if
596,GNSS,,What is the 'Time to First Fix' process?,"When the receiver is first turned on, it uses its internal almanac to reference against the satellites it is receiving from, and also references it's last position prior to being switched off.If the receiver has been moved when turned off, it can take 4 to 5 minutes for this process to complete.",12.5,BGS Radio Nav Manual,Hidden,,0.618874060921371,,07/02/2022,04/06/2025,,ok,if
597,GNSS,,How can the 'time to first fix' be reduced?,"By manually entering a position, time and date.",12.5,BGS Radio Nav Manual,Hidden,,0.5151724447496235,,07/02/2022,04/06/2025,,ok,if
598,GNSS,,What is the typical achieved accuracy of raw GPS for civilian users?,Typically less than 1 metre 95% of the time.,12.5,BGS Radio Nav Manual,Hidden,,0.6365907173603773,,07/02/2022,04/06/2025,,ok,if
599,GNSS,,What does UERE stand for?,"User Equivalent Range Errors- (this is made up of all the residual errors, that have not been compensated for, as received by the User",12.5,BGS Radio Nav Manual,Hidden,,0.07156415516510604,,07/02/2022,04/06/2025,,ok,if
600,GNSS,,List the User Equivalent Range Errors?,Ionosperic Propagation DelaySatellite Orbital variationsInstrument/receiver errorMultipath signalsSatellite clock errorSatellite geometry error (DOP)Coverage Problems.,12.5,BGS Radio Nav Manual,Hidden,,0.3630150817334652,,07/02/2022,04/06/2025,,ok,if
601,GNSS,,List the User Equivalent Range Errors?,Ionosperic Propagation DelaySatellite Orbital variationsInstrument/receiver errorMultipath signalsSatellite clock errorSatellite geometry error (DOP)Coverage Problems.,12.5,BGS Radio Nav Manual,Hidden,,0.7545690177939832,,07/02/2022,04/06/2025,,ok,if
602,GNSS,,"In the context of Ionsopheric propagation delay, which satellites are likely to have the least errors?",Satellites overhead.Satellites on the horizon will have the most error.,12.5,BGS Radio Nav Manual,Hidden,,0.3345626057125628,,07/02/2022,04/06/2025,,ok,if
603,GNSS,,How do military receivers correct for ionosperic propagation delay?,"They operate on 2 frequencies - L1 and L2. Therefore, the delays can be compared and a correction computed.",12.5,BGS Radio Nav Manual,Hidden,,0.13418251974508166,,07/02/2022,04/06/2025,,ok,if
604,GNSS,,How do civilian receivers correct for Ionospheric propagation delay?,"They can only receive on one frequency - L1. Therefore, they do not have L2 to compare with. Therefore a correction is made by a database model/prediction of the ionospheric delay.",12. 5,BGS Radio Nav Manual,Hidden,,0.36850262619555,,07/02/2022,04/06/2025,,ok,if
605,GNSS,,What are L2C signals?,Second frequencies are now being provided on L2 alongside the P codes allowing suitable civilian receivers the same accuracy as military receivers.These are called L2C,12. 5,BGS Radio Nav Manual,Hidden,,0.48966080509126186,,07/02/2022,04/06/2025,,ok,if
606,GNSS,,"What factors can cause Satellite orbital variations - eg, ephemeris error?","Solar winds, gravitational fluctuations",12. 5,BGS Radio Nav Manual,Hidden,,0.6614134232513608,,07/02/2022,04/06/2025,,ok,if
607,GNSS,,How long can satellite orbital variations take to detect?,Up to 3 hours.,12. 5,BGS Radio Nav Manual,Hidden,,0.8327518785372376,,07/02/2022,04/06/2025,,ok,if
608,GNSS,,How long can satellite orbital variations take to detect?,Up to 3 hours.,12. 5,BGS Radio Nav Manual,Hidden,,0.7586969705298543,,07/02/2022,04/06/2025,,ok,if
609,GNSS,,What are instrument/Receiver errors?,"These can be caused by electrical noise, errors matching pseudo-random signals etc. Accuracy  can be reduced from 1 to 5 metres.",12. 5,BGS Radio Nav Manual,Hidden,,0.6790056931786239,,07/02/2022,04/06/2025,,ok,if
610,GNSS,,How can multi-path signal errors be reduced?,By aerial design and software fixes. Errors may still be present at low level in mountainous areas.,12. 5,BGS Radio Nav Manual,Hidden,,0.2018819600343704,,07/02/2022,04/06/2025,,ok,if
611,GNSS,,Describe Dilution of Precision?,This is reduced accuracy when satellites are close together and the cross-cut angle is shallow. It can cause position errors of up to 70m.,12. 5,BGS Radio Nav Manual,Hidden,,0.9558170726522803,,07/02/2022,04/06/2025,,ok,if
612,GNSS,,DOP can be expressed as a number in the range 1 to 20. What is a good number and what is poor?,1 is good20 is poor,12. 5,BGS Radio Nav Manual,Hidden,,0.9352404391393064,,07/02/2022,04/06/2025,,ok,if
613,GNSS,,Why are GPS signals relatively easy to jam?,They are weak signals derived from satellite batteries- they can be jammed either accidentally or deliberately by transmissions on the same frequency.,12. 5,BGS Radio Nav Manual,Hidden,,0.17408320307731628,,07/02/2022,04/06/2025,,ok,if
614,GNSS,,What might areas of no GPS coverage be called?,Wormholes,12. 5,BGS Radio Nav Manual,Hidden,,0.4099900564178824,,07/02/2022,04/06/2025,,ok,if
615,GNSS,,"So called 'wormholes' ie areas of no GPS coverage,can be notified, if predictable, by what method?",NOTAM,12. 5,BGS Radio Nav Manual,Hidden,,0.7308074873872101,,07/02/2022,04/06/2025,,ok,if
616,GNSS,,Harmonics of what frequencies might interfere with GPS signals?,Harmonics of TV broadcasts on UHF frequencies.,12. 5,BGS Radio Nav Manual,Hidden,,0.7753827422857283,,07/02/2022,04/06/2025,,ok,if
617,GNSS,,Why might truck drivers be relevant to GPS reception?,"Apparently, they use GPS jammers to stop their employers seeing where they are.",12. 5,BGS Radio Nav Manual,Hidden,,0.2245698911137879,,07/02/2022,04/06/2025,,ok,if
618,GNSS,,Modern aviation receivers can receive how many satellite transmissions?,"Modern receivers are multi-channel and can listen to many transmissions - potentially 200 - 400 channels which means they can listen to all satellites in view, even from multiple constellations.",12. 5,BGS Radio Nav Manual,Hidden,,0.941297685727477,,07/02/2022,04/06/2025,,ok,if
619,GNSS,,What does PRN stand for?,Pseudo random noise,,BGS Radio Nav Manual,Reveal,,0.07359727984294295,,07/02/2022,04/06/2025,,ok,if
1515,Radio Navigation,,"State that radio waves travel at the speed of light, which is?","being approximately 300 000 km/s.162,000 NM/S",062.01.01.01.01,EASA LOs,Hidden,,0.23833960527554157,,09/02/2022,04/06/2025,,ok,if
1516,Radio Navigation,,Define a ‘cycle’?,a complete series of values of a periodical process.,062.01.01.01.02,EASA LOs,Hidden,,0.840477852616459,,09/02/2022,04/06/2025,,ok,if
1518,Radio Navigation,,Define ‘frequency?,The number of cycles occurring in 1 second expressed in Hertz (Hz).,062.01.01.02.01,EASA LOs,Reveal,,0.06969376048073173,,09/02/2022,04/06/2025,,ok,if
1519,Radio Navigation,,Define ‘wavelength’?,The physical distance travelled by a radio wave during one cycle of transmission.,062.01.01.02.02,EASA LOs,Hidden,,0.30395903578028083,,09/02/2022,04/06/2025,,ok,if
1520,Radio Navigation,,Define ‘amplitude’?,The maximum deflection in an oscillation or wave.,062.01.01.02.03,EASA LOs,Hidden,,0.5314735239371657,,09/02/2022,04/06/2025,,ok,if
1521,Radio Navigation,,State the relationship between wavelength and frequency?,wavelength (lamda) = speed of light (c) / frequency (f).,062.01.01.02.04,EASA LOs,Hidden,,0.7482060226611793,Think speed = distance over tme,09/02/2022,04/06/2025,,ok,if
1522,Radio Navigation,,Define ‘phase angle’?,The fraction of one wavelength expressed in degrees from 000 degrees to 360 degrees .,062.01.01.02.05,EASA LOs,Hidden,,0.5478954818099737,,09/02/2022,04/06/2025,,ok,if
1523,Radio Navigation,,Define ‘phase angle difference/shift’:,"The angular difference between the corresponding points of two cycles of equal wavelength, which is measurable in degrees.",062.01.01.02.06,EASA LOs,Hidden,,0.23054772568866608,,09/02/2022,04/06/2025,,ok,if
1525,Radio Navigation,,List the bands of the frequency spectrum for electromagnetic waves:,very low frequency (VLF): 3-30 kHz; low frequency (LF): 30-300 kHz; medium frequency (MF): 300-3 000 kHz; high frequency (HF): 3-30 MHz; very high frequency (VHF): 30-300 MHz; ultra-high frequency (UHF): 300-3 000 MHz; super high frequency (SHF): 3-30 GHz; extremely high frequency (EHF): 30-300 GHz.,062.01.01.03.01,EASA LOs,Hidden,,0.9716205061413348,,09/02/2022,04/06/2025,,ok,"electrical,if"
1526,Radio Navigation,,"State that when a carrier wave is modulated, the resultant radiation consists of the carrier frequency plus?",Additional upper and lower sidebands.,062.01.01.03.02,EASA LOs,Hidden,,0.32325977180153126,,09/02/2022,04/06/2025,,ok,if
1527,Radio Navigation,,State that HF meteorological information for aircraft in flight (VOLMET) and HF two-way communication use how many sidebands?,A single sideband.,062.01.01.03.03,EASA LOs,Hidden,,0.8117492166347802,,09/02/2022,04/06/2025,,ok,"fadec,if"
1528,Radio Navigation,,State that the following abbreviations (classifications according to International Telecommunication Union (ITU) regulations) are used for aviation applications:,N0N: carrier without modulation as used by non-directional radio beacons (NDBs); A1A: carrier with keyed Morse code modulation as used by NDBs; A2A: carrier with amplitude modulated Morse code as used by NDBs; A3E: carrier with amplitude modulated speech used for communication (VHF-COM).,062.01.01.03.04,EASA LOs,Hidden,,0.6087613953277469,,09/02/2022,04/06/2025,,ok,if
1532,Radio Navigation,,Define ‘carrier wave’:,The radio wave acting as the carrier or transporter.,062.01.01.05.01,EASA LOs,Hidden,,0.09884558711200953,,09/02/2022,04/06/2025,,ok,if
1533,Radio Navigation,,Define ‘modulation’:,the technical term for the process of impressing and transporting information by radio waves.,062.01.01.05.02,EASA LOs,Hidden,,0.6012265761382878,,09/02/2022,04/06/2025,,ok,if
1535,Radio Navigation,,Define ‘amplitude modulation’:,the information that is impressed onto the carrier wave by altering the amplitude of the carrier.,062.01.01.06.01,EASA LOs,Reveal,,0.07608076930046082,,09/02/2022,04/06/2025,,ok,if
1536,Radio Navigation,,Define ‘frequency modulation’:,the information that is impressed onto the carrier wave by altering the frequency of the carrier.,062.01.01.06.02,EASA LOs,Hidden,,0.09149616118520498,,09/02/2022,04/06/2025,,ok,if
